inspection_id,company,farm_id,farm_name,district,zone,tree_code,variety,planting_date,status,disease,severity,confidence,temperature,humidity,rainfall_mm,wind_speed,latitude,longitude,inspection_date
INSP06185,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0632,Monthong,2023-08-15,Diseased,Sooty Mold,Low,95.52,27.0,58,64.1,6.4,13.080415,108.757291,2026-05-14T00:00:00
INSP06186,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0065,Ri6,2014-10-16,Healthy,Healthy,None,96.36,27.8,55,32.3,5.3,12.893885,107.96622,2026-01-05T00:00:00
INSP06187,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0731,Ri6,2019-09-01,Diseased,Pink Disease,Medium,85.03,34.4,71,46.0,9.3,12.888183,108.554057,2026-01-13T00:00:00
INSP06188,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0209,Ri6,2023-02-17,Healthy,Healthy,None,83.84,32.0,85,44.1,13.8,12.852945,108.26112,2026-02-21T00:00:00
INSP06189,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0247,Dona,2023-12-21,Healthy,Healthy,None,84.07,30.9,60,17.3,9.8,12.753127,108.135829,2026-04-23T00:00:00
INSP06190,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone E,TREE-0665,Ri6,2023-08-05,Healthy,Healthy,None,90.94,32.3,95,104.7,19.8,13.112397,107.913908,2026-03-09T00:00:00
INSP06191,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0059,Ri6,2022-01-07,Healthy,Healthy,None,97.56,30.8,80,99.1,13.2,12.727066,108.786024,2026-03-24T00:00:00
INSP06192,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0864,Monthong,2015-04-05,Monitoring,Pink Disease,Medium,91.88,28.2,64,90.6,10.7,13.162338,108.566724,2026-05-12T00:00:00
INSP06193,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0002,Monthong,2014-08-15,Healthy,Healthy,None,87.04,24.8,90,112.9,18.9,12.929567,108.414777,2026-04-04T00:00:00
INSP06194,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0939,Dona,2021-04-02,Healthy,Healthy,None,91.28,24.5,88,4.9,15.0,12.900942,108.523482,2026-05-09T00:00:00
INSP06195,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone D,TREE-0817,Dona,2019-06-15,Diseased,Anthracnose,High,84.48,27.9,75,6.1,0.7,12.646658,107.841972,2026-02-20T00:00:00
INSP06196,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0780,Monthong,2016-02-19,Healthy,Healthy,None,83.96,23.6,66,99.1,13.2,13.110263,108.764023,2026-06-26T00:00:00
INSP06197,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0156,Ri6,2017-07-07,Healthy,Healthy,None,85.89,23.1,96,119.6,14.0,12.723114,108.137404,2026-03-03T00:00:00
INSP06198,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0364,Monthong,2025-07-04,Healthy,Healthy,None,88.76,23.2,94,116.6,18.4,12.943455,108.408666,2026-04-03T00:00:00
INSP06199,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0406,Dona,2016-10-30,Diseased,Yellow Leaf,Low,92.62,30.4,89,28.1,6.1,12.936756,108.580069,2026-01-31T00:00:00
INSP06200,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0692,Dona,2024-12-30,Healthy,Healthy,None,97.9,25.6,73,2.0,16.6,12.848487,108.182189,2026-06-23T00:00:00
INSP06201,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0305,Ri6,2025-11-12,Healthy,Healthy,None,92.71,24.6,93,6.0,11.8,12.779832,108.4188,2026-02-01T00:00:00
INSP06202,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone A,TREE-0014,Monthong,2019-01-28,Healthy,Healthy,None,85.59,33.1,58,46.9,4.3,12.696508,108.612552,2026-06-05T00:00:00
INSP06203,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0107,Ri6,2018-07-18,Healthy,Healthy,None,98.65,23.0,94,86.3,15.3,12.719379,108.493848,2026-01-06T00:00:00
INSP06204,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0258,Ri6,2014-11-15,Healthy,Healthy,None,81.54,34.3,91,35.0,15.4,13.072336,108.489,2026-05-13T00:00:00
INSP06205,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0965,Ri6,2016-11-16,Healthy,Healthy,None,94.26,34.1,72,26.9,5.9,12.584206,108.446965,2026-01-27T00:00:00
INSP06206,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone D,TREE-0187,Ri6,2019-01-19,Healthy,Healthy,None,92.46,32.0,81,118.6,5.4,13.180412,108.189615,2026-02-11T00:00:00
INSP06207,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0813,Ri6,2023-09-21,Monitoring,Sooty Mold,High,96.33,27.9,84,31.4,10.5,12.526161,108.225668,2026-02-22T00:00:00
INSP06208,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0364,Monthong,2015-01-17,Diseased,Anthracnose,High,98.3,29.5,95,105.3,6.4,12.698894,108.137635,2026-05-25T00:00:00
INSP06209,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone C,TREE-0770,Monthong,2024-02-28,Healthy,Healthy,None,83.64,25.1,71,63.8,18.7,13.064014,108.219195,2026-04-21T00:00:00
INSP06210,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0854,Ri6,2015-04-09,Diseased,Stem Blight,Medium,98.52,31.9,93,115.1,17.6,12.821249,107.911767,2026-06-18T00:00:00
INSP06211,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone E,TREE-0354,Monthong,2016-01-05,Healthy,Healthy,None,81.09,32.7,55,62.4,0.9,13.039696,108.459421,2026-06-07T00:00:00
INSP06212,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0922,Monthong,2020-07-22,Monitoring,Stem Blight,High,83.91,28.7,86,64.1,0.8,12.56259,108.618674,2026-04-10T00:00:00
INSP06213,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0769,Monthong,2014-03-07,Healthy,Healthy,None,98.01,33.9,60,78.3,10.2,13.14863,108.217581,2026-03-07T00:00:00
INSP06214,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone C,TREE-0648,Monthong,2014-02-13,Healthy,Healthy,None,94.12,28.4,66,113.5,18.9,12.963628,107.847509,2026-03-18T00:00:00
INSP06215,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0581,Monthong,2017-07-10,Healthy,Healthy,None,91.51,30.0,89,120.0,14.9,13.035641,108.742452,2026-06-28T00:00:00
INSP06216,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0730,Dona,2019-01-22,Healthy,Healthy,None,92.42,22.3,76,98.3,0.7,12.753728,108.682322,2026-05-03T00:00:00
INSP06217,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0063,Dona,2024-12-02,Diseased,Pink Disease,Medium,82.78,22.9,87,52.2,10.4,12.535426,108.482616,2026-05-21T00:00:00
INSP06218,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0269,Ri6,2014-05-24,Healthy,Healthy,None,91.39,32.7,96,91.5,0.4,13.015182,108.754367,2026-05-06T00:00:00
INSP06219,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0915,Monthong,2025-12-12,Healthy,Healthy,None,86.56,22.6,65,50.9,7.1,13.1175,108.671143,2026-01-21T00:00:00
INSP06220,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0005,Monthong,2014-10-16,Diseased,Yellow Leaf,High,88.91,27.7,90,13.2,10.6,12.885279,108.044828,2026-03-24T00:00:00
INSP06221,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0021,Ri6,2023-11-04,Diseased,Stem Cracking Gummosis,Low,88.22,29.6,79,119.5,1.5,13.010228,108.5259,2026-03-29T00:00:00
INSP06222,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone A,TREE-0412,Ri6,2017-12-12,Healthy,Healthy,None,85.16,23.7,71,25.5,12.1,13.172217,108.742115,2026-02-20T00:00:00
INSP06223,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0997,Ri6,2017-06-05,Healthy,Healthy,None,85.83,24.7,89,36.7,7.2,13.173872,108.249253,2026-05-14T00:00:00
INSP06224,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0342,Dona,2019-11-16,Healthy,Healthy,None,82.14,29.1,66,109.2,7.4,12.66411,107.938865,2026-01-28T00:00:00
INSP06225,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone C,TREE-0276,Dona,2021-10-20,Healthy,Healthy,None,98.19,30.3,83,65.0,12.1,12.52951,108.244657,2026-02-01T00:00:00
INSP06226,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0010,Monthong,2024-12-11,Healthy,Healthy,None,82.16,25.5,75,101.1,7.6,12.942124,108.640159,2026-03-09T00:00:00
INSP06227,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone A,TREE-0113,Ri6,2017-06-08,Healthy,Healthy,None,86.65,28.7,66,92.3,17.7,12.70662,108.447454,2026-03-02T00:00:00
INSP06228,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0305,Ri6,2023-05-31,Healthy,Healthy,None,84.33,26.4,77,58.1,10.5,13.156452,108.082043,2026-06-15T00:00:00
INSP06229,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0575,Dona,2020-06-03,Healthy,Healthy,None,90.53,30.3,86,46.3,15.4,12.770474,108.601522,2026-05-03T00:00:00
INSP06230,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone E,TREE-0568,Ri6,2020-10-20,Healthy,Healthy,None,83.97,32.0,60,68.9,17.7,13.178659,108.678307,2026-03-10T00:00:00
INSP06231,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone C,TREE-0205,Monthong,2019-08-04,Diseased,Stem Cracking Gummosis,Low,96.65,25.5,86,104.8,4.3,12.677502,108.634712,2026-01-16T00:00:00
INSP06232,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0087,Monthong,2023-03-27,Healthy,Healthy,None,82.54,33.9,65,108.5,13.2,12.825947,108.403285,2026-05-26T00:00:00
INSP06233,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0268,Ri6,2014-11-05,Healthy,Healthy,None,89.28,22.8,91,76.7,6.1,13.063354,107.922893,2026-04-24T00:00:00
INSP06234,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone A,TREE-0690,Dona,2025-02-08,Monitoring,Sooty Mold,High,94.56,23.3,76,72.0,15.2,13.097167,107.871878,2026-03-20T00:00:00
INSP06235,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone E,TREE-0743,Ri6,2022-05-02,Monitoring,Sooty Mold,Low,87.99,25.3,83,63.8,17.4,12.882989,108.103297,2026-05-04T00:00:00
INSP06236,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0161,Dona,2018-05-28,Healthy,Healthy,None,94.79,31.3,56,61.7,16.9,13.050928,108.534397,2026-06-06T00:00:00
INSP06237,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone A,TREE-0513,Monthong,2021-12-18,Monitoring,Sooty Mold,Medium,99.49,32.6,90,82.0,4.7,13.060982,108.500637,2026-03-21T00:00:00
INSP06238,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0456,Ri6,2016-06-08,Healthy,Healthy,None,88.61,28.2,55,62.6,14.9,12.939287,107.975512,2026-06-05T00:00:00
INSP06239,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0089,Dona,2019-01-22,Healthy,Healthy,None,81.76,32.5,57,10.0,5.5,12.966628,108.262155,2026-06-07T00:00:00
INSP06240,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0760,Dona,2023-09-18,Healthy,Healthy,None,97.63,31.8,72,14.2,11.8,12.739023,108.322512,2026-03-08T00:00:00
INSP06241,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0207,Dona,2022-12-11,Healthy,Healthy,None,89.47,29.3,79,37.7,9.0,12.645751,108.359565,2026-03-11T00:00:00
INSP06242,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0836,Ri6,2017-02-12,Healthy,Healthy,None,89.02,34.7,72,91.2,6.6,12.563465,108.257265,2026-04-03T00:00:00
INSP06243,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0822,Monthong,2024-04-07,Monitoring,Stem Blight,High,92.78,24.3,69,0.3,0.1,13.067129,108.596131,2026-06-12T00:00:00
INSP06244,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone E,TREE-0898,Ri6,2015-11-02,Healthy,Healthy,None,83.36,27.5,78,37.5,14.0,12.662202,108.58229,2026-06-07T00:00:00
INSP06245,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0924,Monthong,2025-04-11,Diseased,Sooty Mold,Low,81.33,33.6,71,95.7,16.0,13.093909,108.575432,2026-05-05T00:00:00
INSP06246,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0635,Monthong,2016-04-23,Diseased,Canker,Medium,86.73,26.1,68,90.9,0.6,12.69223,108.015454,2026-04-19T00:00:00
INSP06247,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0266,Monthong,2016-08-21,Healthy,Healthy,None,82.58,34.7,92,56.6,4.2,12.679973,108.200678,2026-06-26T00:00:00
INSP06248,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0123,Dona,2023-07-13,Healthy,Healthy,None,84.72,27.1,90,23.3,10.3,12.588959,108.235017,2026-01-25T00:00:00
INSP06249,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0381,Ri6,2016-11-25,Healthy,Healthy,None,89.45,34.4,82,66.4,0.2,12.805256,107.80821,2026-03-13T00:00:00
INSP06250,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0429,Ri6,2017-09-12,Healthy,Healthy,None,91.94,23.9,69,93.2,4.4,13.035028,107.865444,2026-02-01T00:00:00
INSP06251,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0750,Monthong,2023-05-21,Diseased,Yellow Leaf,Medium,91.46,29.0,92,2.4,0.1,13.117607,108.104574,2026-05-04T00:00:00
INSP06252,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0378,Monthong,2025-07-06,Healthy,Healthy,None,87.52,32.7,90,107.6,4.2,12.591978,108.468033,2026-03-13T00:00:00
INSP06253,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0951,Monthong,2020-05-24,Healthy,Healthy,None,91.61,22.3,64,40.1,8.4,12.718203,108.022453,2026-05-26T00:00:00
INSP06254,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0977,Monthong,2014-03-13,Healthy,Healthy,None,86.58,30.7,66,53.8,10.3,13.051386,108.020432,2026-03-30T00:00:00
INSP06255,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0361,Ri6,2015-05-20,Diseased,Pink Disease,Medium,96.41,30.5,70,61.7,14.0,12.624444,107.968552,2026-03-15T00:00:00
INSP06256,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0709,Ri6,2014-11-14,Healthy,Healthy,None,83.16,28.3,83,53.0,9.1,12.802843,108.189959,2026-05-21T00:00:00
INSP06257,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone D,TREE-0064,Monthong,2018-04-23,Healthy,Healthy,None,85.43,27.0,86,65.3,7.4,12.743543,107.850012,2026-03-28T00:00:00
INSP06258,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0460,Monthong,2023-04-07,Healthy,Healthy,None,98.87,28.3,62,76.8,12.9,12.602425,108.205756,2026-02-08T00:00:00
INSP06259,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone E,TREE-0069,Ri6,2015-09-21,Monitoring,Sooty Mold,Medium,97.15,28.3,80,79.0,3.1,12.580958,108.149183,2026-05-25T00:00:00
INSP06260,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0161,Ri6,2025-06-22,Healthy,Healthy,None,88.45,25.6,61,110.7,5.5,12.579892,107.881108,2026-05-21T00:00:00
INSP06261,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0456,Ri6,2022-11-11,Healthy,Healthy,None,98.08,27.0,61,110.6,4.6,13.054968,108.764257,2026-03-04T00:00:00
INSP06262,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0744,Dona,2020-03-10,Diseased,Canker,Medium,81.23,25.4,55,103.6,17.4,12.751657,108.714326,2026-02-01T00:00:00
INSP06263,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0972,Ri6,2022-11-09,Healthy,Healthy,None,87.31,33.9,79,83.4,8.7,12.678196,107.868228,2026-05-25T00:00:00
INSP06264,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0053,Dona,2024-04-06,Monitoring,Canker,Medium,96.42,29.3,72,41.6,1.5,12.68599,108.468774,2026-01-04T00:00:00
INSP06265,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0725,Ri6,2025-09-20,Monitoring,Anthracnose,Low,91.79,27.2,68,80.7,17.2,12.894103,108.606275,2026-05-22T00:00:00
INSP06266,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0992,Monthong,2018-12-22,Healthy,Healthy,None,93.17,25.4,60,40.9,13.0,12.781939,108.671611,2026-02-08T00:00:00
INSP06267,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone B,TREE-0969,Dona,2024-12-14,Healthy,Healthy,None,93.14,27.3,72,24.1,13.1,13.12642,108.519895,2026-04-03T00:00:00
INSP06268,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone B,TREE-0620,Dona,2025-01-17,Healthy,Healthy,None,96.9,33.6,64,56.1,2.5,12.987491,108.174161,2026-04-08T00:00:00
INSP06269,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone C,TREE-0337,Ri6,2020-05-14,Healthy,Healthy,None,90.37,27.5,88,71.1,8.0,12.749145,107.947257,2026-02-07T00:00:00
INSP06270,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0444,Monthong,2022-11-01,Healthy,Healthy,None,85.36,34.1,83,3.6,13.4,12.56576,108.344098,2026-02-15T00:00:00
INSP06271,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0944,Monthong,2020-02-23,Diseased,Anthracnose,Low,81.25,33.2,96,2.9,2.2,12.94828,108.038586,2026-04-29T00:00:00
INSP06272,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone D,TREE-0129,Dona,2014-11-03,Healthy,Healthy,None,88.41,30.7,82,6.0,5.1,12.691679,108.521452,2026-02-13T00:00:00
INSP06273,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone A,TREE-0444,Ri6,2025-02-21,Diseased,Mealybug,High,87.46,26.9,87,75.2,8.4,12.533053,108.012486,2026-03-31T00:00:00
INSP06274,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0097,Ri6,2025-07-13,Diseased,Fruit Rot,Low,90.72,29.1,79,90.3,2.8,13.187434,108.245747,2026-05-12T00:00:00
INSP06275,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0204,Monthong,2014-10-21,Healthy,Healthy,None,85.27,31.3,88,82.4,12.7,13.002023,108.330654,2026-04-24T00:00:00
INSP06276,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0069,Monthong,2020-02-12,Healthy,Healthy,None,94.1,32.7,84,41.0,4.1,12.912468,108.060723,2026-01-03T00:00:00
INSP06277,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone B,TREE-0011,Dona,2020-06-08,Healthy,Healthy,None,92.81,26.7,87,6.0,18.8,13.180132,108.390197,2026-02-20T00:00:00
INSP06278,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0085,Dona,2021-06-05,Monitoring,Canker,Medium,94.55,32.9,83,74.3,7.5,12.779229,108.643115,2026-01-23T00:00:00
INSP06279,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0239,Monthong,2014-02-14,Healthy,Healthy,None,85.4,30.0,65,7.4,9.7,12.663431,107.866636,2026-01-13T00:00:00
INSP06280,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone A,TREE-0972,Monthong,2025-06-02,Healthy,Healthy,None,92.2,22.1,68,59.5,12.5,12.903411,108.333545,2026-02-25T00:00:00
INSP06281,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone C,TREE-0318,Ri6,2022-11-11,Healthy,Healthy,None,98.33,27.0,94,58.6,9.4,12.878773,108.269975,2026-04-02T00:00:00
INSP06282,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0955,Monthong,2015-04-24,Healthy,Healthy,None,85.94,23.5,75,104.5,0.4,12.569291,108.166795,2026-02-24T00:00:00
INSP06283,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0086,Monthong,2022-09-12,Diseased,Fruit Rot,High,84.18,34.0,93,66.9,11.5,12.67297,108.560634,2026-06-02T00:00:00
INSP06284,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone D,TREE-0432,Ri6,2021-05-06,Healthy,Healthy,None,94.19,34.3,83,103.2,9.1,13.094879,108.795121,2026-03-22T00:00:00
